mode,map,brawler,rank,wins,total,winrate,userate
gemGrab,Double Swoosh,BUSTER,12,10,21,47.6,0.5
gemGrab,Double Swoosh,BUSTER,13,87,193,45.1,0.5
gemGrab,Double Swoosh,BUSTER,14,31,56,55.4,0.5
gemGrab,Double Swoosh,BUSTER,15,7,16,43.8,0.5
gemGrab,Double Swoosh,BUSTER,16,5,9,55.6,0.5
gemGrab,Double Swoosh,BUSTER,17,2,2,100.0,0.6
gemGrab,Double Swoosh,BUSTER,18,2,3,66.7,1.1
gemGrab,Double Swoosh,BUZZ,10,2,5,40.0,0.6
gemGrab,Double Swoosh,BUZZ,11,3,7,42.9,0.4
gemGrab,Double Swoosh,BUZZ,12,7,13,53.8,0.3
gemGrab,Double Swoosh,BUZZ,13,77,155,49.7,0.4
gemGrab,Double Swoosh,BUZZ,14,19,34,55.9,0.3
gemGrab,Double Swoosh,BUZZ,15,2,4,50.0,0.1
gemGrab,Double Swoosh,BUZZ,16,1,2,50.0,0.1
gemGrab,Double Swoosh,BUZZ,19,1,1,100.0,0.6
gemGrab,Double Swoosh,BYRON,10,2,5,40.0,0.6
gemGrab,Double Swoosh,BYRON,11,1,5,20.0,0.3
gemGrab,Double Swoosh,BYRON,12,2,6,33.3,0.2
gemGrab,Double Swoosh,BYRON,13,50,97,51.5,0.3
gemGrab,Double Swoosh,BYRON,14,9,24,37.5,0.2
gemGrab,Double Swoosh,BYRON,15,2,4,50.0,0.1
gemGrab,Double Swoosh,BYRON,16,1,1,100.0,0.1
gemGrab,Double Swoosh,BYRON,17,0,1,0.0,0.3
gemGrab,Double Swoosh,BYRON,19,1,1,100.0,0.6
gemGrab,Double Swoosh,CARL,10,3,9,33.3,1.1
gemGrab,Double Swoosh,CARL,11,6,11,54.5,0.6
gemGrab,Double Swoosh,CARL,12,8,19,42.1,0.5
gemGrab,Double Swoosh,CARL,13,105,199,52.8,0.6
gemGrab,Double Swoosh,CARL,14,30,59,50.8,0.5
gemGrab,Double Swoosh,CARL,15,6,9,66.7,0.3
gemGrab,Double Swoosh,CARL,16,1,10,10.0,0.6
gemGrab,Double Swoosh,CHARLIE,10,1,3,33.3,0.4
gemGrab,Double Swoosh,CHARLIE,11,13,22,59.1,1.3
gemGrab,Double Swoosh,CHARLIE,12,29,50,58.0,1.3
gemGrab,Double Swoosh,CHARLIE,13,216,398,54.3,1.1
gemGrab,Double Swoosh,CHARLIE,14,74,150,49.3,1.3
gemGrab,Double Swoosh,CHARLIE,15,15,44,34.1,1.3
gemGrab,Double Swoosh,CHARLIE,16,10,20,50.0,1.2
gemGrab,Double Swoosh,CHARLIE,17,2,5,40.0,1.4
gemGrab,Double Swoosh,CHARLIE,18,3,9,33.3,3.2
gemGrab,Double Swoosh,CHARLIE,19,2,3,66.7,1.9
gemGrab,Double Swoosh,CHARLIE,20,1,1,100.0,2.4
gemGrab,Double Swoosh,CHESTER,10,31,68,45.6,8.1
gemGrab,Double Swoosh,CHESTER,11,63,133,47.4,7.8
gemGrab,Double Swoosh,CHESTER,12,167,339,49.3,8.7
gemGrab,Double Swoosh,CHESTER,13,1403,2905,48.3,8.1
gemGrab,Double Swoosh,CHESTER,14,486,986,49.3,8.6
gemGrab,Double Swoosh,CHESTER,15,150,337,44.5,9.9
gemGrab,Double Swoosh,CHESTER,16,78,148,52.7,8.7
gemGrab,Double Swoosh,CHESTER,17,17,28,60.7,7.9
gemGrab,Double Swoosh,CHESTER,18,10,33,30.3,11.9
gemGrab,Double Swoosh,CHESTER,19,7,16,43.8,10.4
gemGrab,Double Swoosh,CHESTER,20,1,4,25.0,9.8
gemGrab,Double Swoosh,CHUCK,12,1,3,33.3,0.1
gemGrab,Double Swoosh,CHUCK,13,11,27,40.7,0.1
gemGrab,Double Swoosh,CHUCK,14,4,6,66.7,0.1
gemGrab,Double Swoosh,CHUCK,15,0,1,0.0,0.0
gemGrab,Double Swoosh,CLANCY,10,12,18,66.7,2.1
gemGrab,Double Swoosh,CLANCY,11,20,28,71.4,1.6
gemGrab,Double Swoosh,CLANCY,12,35,71,49.3,1.8
gemGrab,Double Swoosh,CLANCY,13,317,651,48.7,1.8
gemGrab,Double Swoosh,CLANCY,14,78,140,55.7,1.2
gemGrab,Double Swoosh,CLANCY,15,12,24,50.0,0.7
gemGrab,Double Swoosh,CLANCY,16,4,8,50.0,0.5
gemGrab,Double Swoosh,CLANCY,17,1,3,33.3,0.8
gemGrab,Double Swoosh,CLANCY,18,1,3,33.3,1.1
gemGrab,Double Swoosh,CLANCY,19,0,1,0.0,0.6
gemGrab,Double Swoosh,CLANCY,20,0,1,0.0,2.4
gemGrab,Double Swoosh,COLETTE,10,15,29,51.7,3.4
gemGrab,Double Swoosh,COLETTE,11,30,73,41.1,4.3
gemGrab,Double Swoosh,COLETTE,12,81,160,50.6,4.1
gemGrab,Double Swoosh,COLETTE,13,830,1674,49.6,4.6
gemGrab,Double Swoosh,COLETTE,14,298,604,49.3,5.3
gemGrab,Double Swoosh,COLETTE,15,94,186,50.5,5.4
gemGrab,Double Swoosh,COLETTE,16,31,70,44.3,4.1
gemGrab,Double Swoosh,COLETTE,17,7,10,70.0,2.8
gemGrab,Double Swoosh,COLETTE,18,6,15,40.0,5.4
gemGrab,Double Swoosh,COLETTE,19,2,10,20.0,6.5
gemGrab,Double Swoosh,COLETTE,20,0,2,0.0,4.9
gemGrab,Double Swoosh,COLT,10,4,7,57.1,0.8
gemGrab,Double Swoosh,COLT,11,12,21,57.1,1.2
gemGrab,Double Swoosh,COLT,12,21,44,47.7,1.1
gemGrab,Double Swoosh,COLT,13,201,369,54.5,1.0
gemGrab,Double Swoosh,COLT,14,52,108,48.1,0.9
gemGrab,Double Swoosh,COLT,15,11,16,68.8,0.5
gemGrab,Double Swoosh,COLT,16,1,9,11.1,0.5
gemGrab,Double Swoosh,COLT,17,3,5,60.0,1.4
gemGrab,Double Swoosh,COLT,18,1,2,50.0,0.7
gemGrab,Double Swoosh,COLT,19,2,3,66.7,1.9
gemGrab,Double Swoosh,CORDELIUS,10,8,17,47.1,2.0
gemGrab,Double Swoosh,CORDELIUS,11,13,29,44.8,1.7
gemGrab,Double Swoosh,CORDELIUS,12,41,88,46.6,2.3
gemGrab,Double Swoosh,CORDELIUS,13,303,582,52.1,1.6
gemGrab,Double Swoosh,CORDELIUS,14,52,108,48.1,0.9
gemGrab,Double Swoosh,CORDELIUS,15,8,17,47.1,0.5
gemGrab,Double Swoosh,CORDELIUS,16,1,3,33.3,0.2
gemGrab,Double Swoosh,CORDELIUS,17,0,1,0.0,0.3
gemGrab,Double Swoosh,CORDELIUS,19,1,1,100.0,0.6
gemGrab,Double Swoosh,CROW,10,35,67,52.2,7.9
gemGrab,Double Swoosh,CROW,11,71,120,59.2,7.0
gemGrab,Double Swoosh,CROW,12,141,272,51.8,7.0
gemGrab,Double Swoosh,CROW,13,1244,2501,49.7,6.9
gemGrab,Double Swoosh,CROW,14,377,770,49.0,6.7
gemGrab,Double Swoosh,CROW,15,91,195,46.7,5.7
gemGrab,Double Swoosh,CROW,16,41,88,46.6,5.2
gemGrab,Double Swoosh,CROW,17,8,16,50.0,4.5
gemGrab,Double Swoosh,CROW,18,11,17,64.7,6.1
gemGrab,Double Swoosh,CROW,19,8,13,61.5,8.4
gemGrab,Double Swoosh,CROW,20,0,3,0.0,7.3
gemGrab,Double Swoosh,DAMIAN,10,6,13,46.2,1.5
gemGrab,Double Swoosh,DAMIAN,11,13,21,61.9,1.2
gemGrab,Double Swoosh,DAMIAN,12,30,53,56.6,1.4
gemGrab,Double Swoosh,DAMIAN,13,264,535,49.3,1.5
gemGrab,Double Swoosh,DAMIAN,14,79,143,55.2,1.3
gemGrab,Double Swoosh,DAMIAN,15,23,45,51.1,1.3
gemGrab,Double Swoosh,DAMIAN,16,13,25,52.0,1.5
gemGrab,Double Swoosh,DAMIAN,17,4,7,57.1,2.0
gemGrab,Double Swoosh,DAMIAN,18,1,1,100.0,0.4
gemGrab,Double Swoosh,DAMIAN,19,0,1,0.0,0.6
gemGrab,Double Swoosh,DAMIAN,20,1,1,100.0,2.4
gemGrab,Double Swoosh,DARRYL,10,2,3,66.7,0.4
gemGrab,Double Swoosh,DARRYL,11,1,4,25.0,0.2
gemGrab,Double Swoosh,DARRYL,12,4,10,40.0,0.3
gemGrab,Double Swoosh,DARRYL,13,24,54,44.4,0.1
gemGrab,Double Swoosh,DARRYL,14,4,6,66.7,0.1
gemGrab,Double Swoosh,DARRYL,15,1,1,100.0,0.0
gemGrab,Double Swoosh,DARRYL,16,1,2,50.0,0.1
gemGrab,Double Swoosh,DARRYL,19,1,1,100.0,0.6
gemGrab,Double Swoosh,DOUG,10,0,1,0.0,0.1
gemGrab,Double Swoosh,DOUG,11,5,10,50.0,0.6
gemGrab,Double Swoosh,DOUG,12,9,10,90.0,0.3
gemGrab,Double Swoosh,DOUG,13,58,112,51.8,0.3
gemGrab,Double Swoosh,DOUG,14,6,17,35.3,0.1
gemGrab,Double Swoosh,DOUG,15,0,1,0.0,0.0
gemGrab,Double Swoosh,DRACO,11,1,3,33.3,0.2
gemGrab,Double Swoosh,DRACO,12,4,9,44.4,0.2
gemGrab,Double Swoosh,DRACO,13,44,79,55.7,0.2
gemGrab,Double Swoosh,DRACO,14,16,21,76.2,0.2
gemGrab,Double Swoosh,DRACO,15,7,8,87.5,0.2
gemGrab,Double Swoosh,DRACO,16,1,2,50.0,0.1
gemGrab,Double Swoosh,DRACO,18,1,1,100.0,0.4
gemGrab,Double Swoosh,DRACO,19,1,1,100.0,0.6
gemGrab,Double Swoosh,DYNAMIKE,10,2,3,66.7,0.4
gemGrab,Double Swoosh,DYNAMIKE,11,2,2,100.0,0.1
gemGrab,Double Swoosh,DYNAMIKE,12,3,6,50.0,0.2
gemGrab,Double Swoosh,DYNAMIKE,13,22,43,51.2,0.1
gemGrab,Double Swoosh,DYNAMIKE,14,6,12,50.0,0.1
gemGrab,Double Swoosh,DYNAMIKE,15,0,1,0.0,0.0
gemGrab,Double Swoosh,EDGAR,10,18,28,64.3,3.3
gemGrab,Double Swoosh,EDGAR,11,28,43,65.1,2.5
gemGrab,Double Swoosh,EDGAR,12,46,96,47.9,2.5
gemGrab,Double Swoosh,EDGAR,13,488,969,50.4,2.7
gemGrab,Double Swoosh,EDGAR,14,155,284,54.6,2.5
gemGrab,Double Swoosh,EDGAR,15,49,102,48.0,3.0
gemGrab,Double Swoosh,EDGAR,16,24,45,53.3,2.7
gemGrab,Double Swoosh,EDGAR,17,6,10,60.0,2.8
gemGrab,Double Swoosh,EDGAR,18,2,4,50.0,1.4
gemGrab,Double Swoosh,EDGAR,19,3,4,75.0,2.6
gemGrab,Double Swoosh,EDGAR,20,0,1,0.0,2.4
gemGrab,Double Swoosh,EL PRIMO,11,1,2,50.0,0.1
gemGrab,Double Swoosh,EL PRIMO,12,5,8,62.5,0.2
gemGrab,Double Swoosh,EL PRIMO,13,31,48,64.6,0.1
gemGrab,Double Swoosh,EL PRIMO,14,8,14,57.1,0.1
gemGrab,Double Swoosh,EL PRIMO,15,1,4,25.0,0.1
gemGrab,Double Swoosh,EL PRIMO,16,1,1,100.0,0.1
gemGrab,Double Swoosh,EL PRIMO,17,1,1,100.0,0.3
gemGrab,Double Swoosh,EMZ,10,13,29,44.8,3.4
gemGrab,Double Swoosh,EMZ,11,37,61,60.7,3.6
gemGrab,Double Swoosh,EMZ,12,63,135,46.7,3.5
gemGrab,Double Swoosh,EMZ,13,627,1247,50.3,3.5
gemGrab,Double Swoosh,EMZ,14,163,289,56.4,2.5
gemGrab,Double Swoosh,EMZ,15,50,90,55.6,2.6
gemGrab,Double Swoosh,EMZ,16,18,40,45.0,2.4
gemGrab,Double Swoosh,EMZ,17,3,8,37.5,2.2
gemGrab,Double Swoosh,EMZ,18,5,10,50.0,3.6
gemGrab,Double Swoosh,EMZ,19,2,2,100.0,1.3
gemGrab,Double Swoosh,EMZ,20,0,2,0.0,4.9
gemGrab,Double Swoosh,EVE,11,1,1,100.0,0.1
gemGrab,Double Swoosh,EVE,13,2,6,33.3,0.0
gemGrab,Double Swoosh,FANG,10,2,6,33.3,0.7
gemGrab,Double Swoosh,FANG,11,10,18,55.6,1.1
gemGrab,Double Swoosh,FANG,12,18,34,52.9,0.9
gemGrab,Double Swoosh,FANG,13,181,328,55.2,0.9
gemGrab,Double Swoosh,FANG,14,24,59,40.7,0.5
gemGrab,Double Swoosh,FANG,15,9,13,69.2,0.4
gemGrab,Double Swoosh,FANG,16,2,4,50.0,0.2
gemGrab,Double Swoosh,FANG,17,2,3,66.7,0.8
gemGrab,Double Swoosh,FANG,18,0,2,0.0,0.7
gemGrab,Double Swoosh,FANG,20,0,1,0.0,2.4
gemGrab,Double Swoosh,FINX,10,15,29,51.7,3.4
gemGrab,Double Swoosh,FINX,11,18,37,48.6,2.2
gemGrab,Double Swoosh,FINX,12,38,67,56.7,1.7
gemGrab,Double Swoosh,FINX,13,329,677,48.6,1.9
gemGrab,Double Swoosh,FINX,14,110,214,51.4,1.9
gemGrab,Double Swoosh,FINX,15,30,50,60.0,1.5
gemGrab,Double Swoosh,FINX,16,9,25,36.0,1.5
gemGrab,Double Swoosh,FINX,17,2,5,40.0,1.4
gemGrab,Double Swoosh,FINX,18,1,2,50.0,0.7
gemGrab,Double Swoosh,FINX,19,1,1,100.0,0.6
gemGrab,Double Swoosh,FRANK,10,2,2,100.0,0.2
gemGrab,Double Swoosh,FRANK,11,6,7,85.7,0.4
gemGrab,Double Swoosh,FRANK,12,2,5,40.0,0.1
gemGrab,Double Swoosh,FRANK,13,50,96,52.1,0.3
gemGrab,Double Swoosh,FRANK,14,20,29,69.0,0.3
gemGrab,Double Swoosh,FRANK,15,2,3,66.7,0.1
gemGrab,Double Swoosh,FRANK,16,2,3,66.7,0.2
gemGrab,Double Swoosh,FRANK,17,0,2,0.0,0.6
gemGrab,Double Swoosh,FRANK,18,1,1,100.0,0.4
gemGrab,Double Swoosh,FRANK,19,1,1,100.0,0.6
gemGrab,Double Swoosh,GALE,10,1,2,50.0,0.2
gemGrab,Double Swoosh,GALE,11,5,7,71.4,0.4
gemGrab,Double Swoosh,GALE,12,6,12,50.0,0.3
gemGrab,Double Swoosh,GALE,13,77,133,57.9,0.4
gemGrab,Double Swoosh,GALE,14,15,31,48.4,0.3
gemGrab,Double Swoosh,GALE,15,5,11,45.5,0.3
gemGrab,Double Swoosh,GALE,16,3,4,75.0,0.2
gemGrab,Double Swoosh,GALE,17,1,1,100.0,0.3
gemGrab,Double Swoosh,GENE,10,3,5,60.0,0.6
gemGrab,Double Swoosh,GENE,11,9,12,75.0,0.7
gemGrab,Double Swoosh,GENE,12,17,30,56.7,0.8
gemGrab,Double Swoosh,GENE,13,131,256,51.2,0.7
gemGrab,Double Swoosh,GENE,14,39,99,39.4,0.9
gemGrab,Double Swoosh,GENE,15,9,27,33.3,0.8
gemGrab,Double Swoosh,GENE,16,4,11,36.4,0.6
gemGrab,Double Swoosh,GENE,18,0,1,0.0,0.4
gemGrab,Double Swoosh,GIGI,11,0,2,0.0,0.1
gemGrab,Double Swoosh,GIGI,12,4,4,100.0,0.1
gemGrab,Double Swoosh,GIGI,13,19,36,52.8,0.1
gemGrab,Double Swoosh,GIGI,14,4,7,57.1,0.1
gemGrab,Double Swoosh,GIGI,15,1,1,100.0,0.0
gemGrab,Double Swoosh,GLOWY,10,1,2,50.0,0.2
gemGrab,Double Swoosh,GLOWY,13,13,24,54.2,0.1
gemGrab,Double Swoosh,GLOWY,14,1,4,25.0,0.0
gemGrab,Double Swoosh,GLOWY,15,1,1,100.0,0.0
gemGrab,Double Swoosh,GLOWY,17,0,1,0.0,0.3
gemGrab,Double Swoosh,GRAY,12,1,4,25.0,0.1
gemGrab,Double Swoosh,GRAY,13,11,18,61.1,0.0
gemGrab,Double Swoosh,GRAY,15,0,2,0.0,0.1
gemGrab,Double Swoosh,GRAY,19,0,1,0.0,0.6
gemGrab,Double Swoosh,GRIFF,10,9,32,28.1,3.8
gemGrab,Double Swoosh,GRIFF,11,32,70,45.7,4.1
gemGrab,Double Swoosh,GRIFF,12,70,155,45.2,4.0
gemGrab,Double Swoosh,GRIFF,13,697,1323,52.7,3.7
gemGrab,Double Swoosh,GRIFF,14,196,375,52.3,3.3
gemGrab,Double Swoosh,GRIFF,15,28,66,42.4,1.9
gemGrab,Double Swoosh,GRIFF,16,18,35,51.4,2.1
gemGrab,Double Swoosh,GRIFF,17,4,8,50.0,2.2
gemGrab,Double Swoosh,GRIFF,18,3,6,50.0,2.2
gemGrab,Double Swoosh,GRIFF,19,2,2,100.0,1.3
gemGrab,Double Swoosh,GROM,10,0,1,0.0,0.1
gemGrab,Double Swoosh,GROM,12,2,2,100.0,0.1
gemGrab,Double Swoosh,GROM,13,3,7,42.9,0.0
gemGrab,Double Swoosh,GROM,14,2,5,40.0,0.0
gemGrab,Double Swoosh,GROM,15,2,2,100.0,0.1
gemGrab,Double Swoosh,GUS,10,0,1,0.0,0.1
gemGrab,Double Swoosh,GUS,11,3,8,37.5,0.5
gemGrab,Double Swoosh,GUS,12,4,9,44.4,0.2
gemGrab,Double Swoosh,GUS,13,38,72,52.8,0.2
gemGrab,Double Swoosh,GUS,14,7,20,35.0,0.2
gemGrab,Double Swoosh,GUS,15,2,3,66.7,0.1
gemGrab,Double Swoosh,GUS,16,2,2,100.0,0.1
gemGrab,Double Swoosh,HANK,10,2,2,100.0,0.2
gemGrab,Double Swoosh,HANK,12,0,1,0.0,0.0
gemGrab,Double Swoosh,HANK,13,4,6,66.7,0.0
gemGrab,Double Swoosh,HANK,14,2,2,100.0,0.0
gemGrab,Double Swoosh,HANK,16,1,2,50.0,0.1
gemGrab,Double Swoosh,JACKY,10,0,1,0.0,0.1
gemGrab,Double Swoosh,JACKY,11,1,3,33.3,0.2
gemGrab,Double Swoosh,JACKY,12,3,10,30.0,0.3
gemGrab,Double Swoosh,JACKY,13,19,44,43.2,0.1
gemGrab,Double Swoosh,JACKY,14,6,7,85.7,0.1
gemGrab,Double Swoosh,JACKY,16,0,1,0.0,0.1
gemGrab,Double Swoosh,JACKY,17,0,1,0.0,0.3
gemGrab,Double Swoosh,JAE-YONG,10,1,1,100.0,0.1
gemGrab,Double Swoosh,JAE-YONG,11,1,2,50.0,0.1
gemGrab,Double Swoosh,JAE-YONG,12,1,2,50.0,0.1
gemGrab,Double Swoosh,JAE-YONG,13,16,24,66.7,0.1
gemGrab,Double Swoosh,JAE-YONG,14,6,8,75.0,0.1
gemGrab,Double Swoosh,JAE-YONG,15,1,2,50.0,0.1
gemGrab,Double Swoosh,JAE-YONG,18,1,1,100.0,0.4
gemGrab,Double Swoosh,JANET,10,7,14,50.0,1.7
gemGrab,Double Swoosh,JANET,11,6,14,42.9,0.8
gemGrab,Double Swoosh,JANET,12,25,58,43.1,1.5
gemGrab,Double Swoosh,JANET,13,253,545,46.4,1.5
gemGrab,Double Swoosh,JANET,14,120,244,49.2,2.1
gemGrab,Double Swoosh,JANET,15,38,86,44.2,2.5
gemGrab,Double Swoosh,JANET,16,21,46,45.7,2.7
gemGrab,Double Swoosh,JANET,17,7,9,77.8,2.5
gemGrab,Double Swoosh,JANET,18,3,9,33.3,3.2
gemGrab,Double Swoosh,JANET,19,1,4,25.0,2.6
gemGrab,Double Swoosh,JESSIE,10,0,2,0.0,0.2
gemGrab,Double Swoosh,JESSIE,11,3,4,75.0,0.2
gemGrab,Double Swoosh,JESSIE,12,3,6,50.0,0.2
gemGrab,Double Swoosh,JESSIE,13,19,39,48.7,0.1
gemGrab,Double Swoosh,JESSIE,14,1,4,25.0,0.0
gemGrab,Double Swoosh,JESSIE,15,0,2,0.0,0.1
gemGrab,Double Swoosh,JUJU,11,0,1,0.0,0.1
gemGrab,Double Swoosh,JUJU,13,3,7,42.9,0.0
gemGrab,Double Swoosh,KAZE,10,2,4,50.0,0.5
gemGrab,Double Swoosh,KAZE,11,3,4,75.0,0.2
gemGrab,Double Swoosh,KAZE,12,6,9,66.7,0.2
gemGrab,Double Swoosh,KAZE,13,40,87,46.0,0.2
gemGrab,Double Swoosh,KAZE,14,12,16,75.0,0.1
gemGrab,Double Swoosh,KAZE,15,2,3,66.7,0.1
gemGrab,Double Swoosh,KAZE,16,0,1,0.0,0.1
gemGrab,Double Swoosh,KENJI,10,2,7,28.6,0.8
gemGrab,Double Swoosh,KENJI,11,6,14,42.9,0.8
gemGrab,Double Swoosh,KENJI,12,17,36,47.2,0.9
gemGrab,Double Swoosh,KENJI,13,208,421,49.4,1.2
gemGrab,Double Swoosh,KENJI,14,49,105,46.7,0.9
gemGrab,Double Swoosh,KENJI,15,18,45,40.0,1.3
gemGrab,Double Swoosh,KENJI,16,10,27,37.0,1.6
gemGrab,Double Swoosh,KENJI,17,0,1,0.0,0.3
gemGrab,Double Swoosh,KENJI,18,1,3,33.3,1.1
gemGrab,Double Swoosh,KENJI,20,0,1,0.0,2.4
gemGrab,Double Swoosh,KIT,10,2,2,100.0,0.2
gemGrab,Double Swoosh,KIT,11,7,11,63.6,0.6
gemGrab,Double Swoosh,KIT,12,8,18,44.4,0.5
gemGrab,Double Swoosh,KIT,13,81,166,48.8,0.5
gemGrab,Double Swoosh,KIT,14,36,71,50.7,0.6
gemGrab,Double Swoosh,KIT,15,11,23,47.8,0.7
gemGrab,Double Swoosh,KIT,16,14,23,60.9,1.4
gemGrab,Double Swoosh,KIT,17,4,5,80.0,1.4
gemGrab,Double Swoosh,KIT,18,1,1,100.0,0.4
gemGrab,Double Swoosh,KIT,19,1,1,100.0,0.6
gemGrab,Double Swoosh,LARRY & LAWRIE,13,0,1,0.0,0.0
gemGrab,Double Swoosh,LARRY & LAWRIE,14,3,4,75.0,0.0
gemGrab,Double Swoosh,LARRY & LAWRIE,15,1,1,100.0,0.0
gemGrab,Double Swoosh,LEON,10,12,25,48.0,3.0
gemGrab,Double Swoosh,LEON,11,21,43,48.8,2.5
gemGrab,Double Swoosh,LEON,12,48,91,52.7,2.3
gemGrab,Double Swoosh,LEON,13,388,788,49.2,2.2
gemGrab,Double Swoosh,LEON,14,97,218,44.5,1.9
gemGrab,Double Swoosh,LEON,15,31,60,51.7,1.8
gemGrab,Double Swoosh,LEON,16,13,26,50.0,1.5
gemGrab,Double Swoosh,LEON,17,4,7,57.1,2.0
gemGrab,Double Swoosh,LEON,18,2,4,50.0,1.4
gemGrab,Double Swoosh,LEON,19,1,1,100.0,0.6
gemGrab,Double Swoosh,LILY,10,6,13,46.2,1.5
gemGrab,Double Swoosh,LILY,11,9,19,47.4,1.1
gemGrab,Double Swoosh,LILY,12,28,55,50.9,1.4
gemGrab,Double Swoosh,LILY,13,249,508,49.0,1.4
gemGrab,Double Swoosh,LILY,14,73,158,46.2,1.4
gemGrab,Double Swoosh,LILY,15,28,55,50.9,1.6
gemGrab,Double Swoosh,LILY,16,9,31,29.0,1.8
gemGrab,Double Swoosh,LILY,17,0,3,0.0,0.8
gemGrab,Double Swoosh,LILY,18,0,4,0.0,1.4
gemGrab,Double Swoosh,LILY,19,1,2,50.0,1.3
gemGrab,Double Swoosh,LILY,20,1,2,50.0,4.9
gemGrab,Double Swoosh,LOLA,11,5,6,83.3,0.4
gemGrab,Double Swoosh,LOLA,12,4,12,33.3,0.3
gemGrab,Double Swoosh,LOLA,13,43,82,52.4,0.2
gemGrab,Double Swoosh,LOLA,14,14,27,51.9,0.2
gemGrab,Double Swoosh,LOLA,15,1,4,25.0,0.1
gemGrab,Double Swoosh,LOLA,16,0,4,0.0,0.2
gemGrab,Double Swoosh,LOLA,17,1,1,100.0,0.3
gemGrab,Double Swoosh,LOLA,18,1,1,100.0,0.4
gemGrab,Double Swoosh,LOLA,19,2,2,100.0,1.3
gemGrab,Double Swoosh,LOLA,20,0,1,0.0,2.4
gemGrab,Double Swoosh,LOU,10,1,2,50.0,0.2
gemGrab,Double Swoosh,LOU,11,0,2,0.0,0.1
gemGrab,Double Swoosh,LOU,12,2,4,50.0,0.1
gemGrab,Double Swoosh,LOU,13,22,44,50.0,0.1
gemGrab,Double Swoosh,LOU,14,6,13,46.2,0.1
gemGrab,Double Swoosh,LOU,15,3,5,60.0,0.1
gemGrab,Double Swoosh,LOU,16,0,2,0.0,0.1
gemGrab,Double Swoosh,LUMI,10,4,5,80.0,0.6
gemGrab,Double Swoosh,LUMI,11,11,19,57.9,1.1
gemGrab,Double Swoosh,LUMI,12,18,33,54.5,0.8
gemGrab,Double Swoosh,LUMI,13,173,344,50.3,1.0
gemGrab,Double Swoosh,LUMI,14,62,137,45.3,1.2
gemGrab,Double Swoosh,LUMI,15,34,59,57.6,1.7
gemGrab,Double Swoosh,LUMI,16,14,30,46.7,1.8
gemGrab,Double Swoosh,LUMI,17,1,3,33.3,0.8
gemGrab,Double Swoosh,LUMI,18,6,9,66.7,3.2
gemGrab,Double Swoosh,LUMI,19,0,1,0.0,0.6
gemGrab,Double Swoosh,LUMI,20,1,1,100.0,2.4
gemGrab,Double Swoosh,MAISIE,11,2,3,66.7,0.2
gemGrab,Double Swoosh,MAISIE,12,5,10,50.0,0.3
gemGrab,Double Swoosh,MAISIE,13,27,57,47.4,0.2
gemGrab,Double Swoosh,MAISIE,14,9,14,64.3,0.1
gemGrab,Double Swoosh,MAISIE,15,0,3,0.0,0.1
gemGrab,Double Swoosh,MANDY,10,0,2,0.0,0.2
gemGrab,Double Swoosh,MANDY,11,0,1,0.0,0.1
gemGrab,Double Swoosh,MANDY,12,1,1,100.0,0.0
gemGrab,Double Swoosh,MANDY,13,4,10,40.0,0.0
gemGrab,Double Swoosh,MANDY,14,0,1,0.0,0.0
gemGrab,Double Swoosh,MANDY,19,0,1,0.0,0.6
gemGrab,Double Swoosh,MAX,10,2,2,100.0,0.2
gemGrab,Double Swoosh,MAX,11,1,1,100.0,0.1
gemGrab,Double Swoosh,MAX,12,2,3,66.7,0.1
gemGrab,Double Swoosh,MAX,13,8,17,47.1,0.0
gemGrab,Double Swoosh,MAX,14,3,6,50.0,0.1
gemGrab,Double Swoosh,MAX,15,0,1,0.0,0.0
gemGrab,Double Swoosh,MEEPLE,10,4,8,50.0,0.9
gemGrab,Double Swoosh,MEEPLE,11,10,21,47.6,1.2
gemGrab,Double Swoosh,MEEPLE,12,24,64,37.5,1.6
gemGrab,Double Swoosh,MEEPLE,13,302,615,49.1,1.7
gemGrab,Double Swoosh,MEEPLE,14,183,346,52.9,3.0
gemGrab,Double Swoosh,MEEPLE,15,73,142,51.4,4.2
gemGrab,Double Swoosh,MEEPLE,16,61,114,53.5,6.7
gemGrab,Double Swoosh,MEEPLE,17,10,16,62.5,4.5
gemGrab,Double Swoosh,MEEPLE,18,6,7,85.7,2.5
gemGrab,Double Swoosh,MEEPLE,19,5,10,50.0,6.5
gemGrab,Double Swoosh,MEEPLE,20,1,1,100.0,2.4
gemGrab,Double Swoosh,MEEPLE,21,1,1,100.0,20.0
gemGrab,Double Swoosh,MEG,10,2,2,100.0,0.2
gemGrab,Double Swoosh,MEG,11,2,2,100.0,0.1
gemGrab,Double Swoosh,MEG,12,4,5,80.0,0.1
gemGrab,Double Swoosh,MEG,13,25,43,58.1,0.1
gemGrab,Double Swoosh,MEG,14,5,8,62.5,0.1
gemGrab,Double Swoosh,MEG,15,2,3,66.7,0.1
gemGrab,Double Swoosh,MEG,17,1,1,100.0,0.3
gemGrab,Double Swoosh,MELODIE,11,1,1,100.0,0.1
gemGrab,Double Swoosh,MELODIE,12,2,6,33.3,0.2
gemGrab,Double Swoosh,MELODIE,13,11,21,52.4,0.1
gemGrab,Double Swoosh,MELODIE,14,4,5,80.0,0.0
gemGrab,Double Swoosh,MELODIE,15,1,2,50.0,0.1
gemGrab,Double Swoosh,MELODIE,19,0,1,0.0,0.6
