mode,map,brawler,rank,wins,total,winrate,userate
gemGrab,Undermine,RUFFS,19,1,3,33.3,2.3
gemGrab,Undermine,RUFFS,20,0,2,0.0,5.9
gemGrab,Undermine,SAM,10,1,2,50.0,0.2
gemGrab,Undermine,SAM,11,2,4,50.0,0.2
gemGrab,Undermine,SAM,12,0,2,0.0,0.1
gemGrab,Undermine,SAM,13,5,15,33.3,0.0
gemGrab,Undermine,SAM,14,2,4,50.0,0.0
gemGrab,Undermine,SAM,15,0,3,0.0,0.1
gemGrab,Undermine,SANDY,10,3,7,42.9,0.8
gemGrab,Undermine,SANDY,11,11,16,68.8,0.9
gemGrab,Undermine,SANDY,12,18,32,56.2,0.8
gemGrab,Undermine,SANDY,13,118,255,46.3,0.7
gemGrab,Undermine,SANDY,14,41,75,54.7,0.7
gemGrab,Undermine,SANDY,15,14,35,40.0,0.9
gemGrab,Undermine,SANDY,16,4,7,57.1,0.4
gemGrab,Undermine,SANDY,17,1,2,50.0,0.5
gemGrab,Undermine,SANDY,18,2,2,100.0,0.7
gemGrab,Undermine,SANDY,19,1,1,100.0,0.8
gemGrab,Undermine,SANDY,20,1,1,100.0,2.9
gemGrab,Undermine,SHADE,11,3,5,60.0,0.3
gemGrab,Undermine,SHADE,12,2,4,50.0,0.1
gemGrab,Undermine,SHADE,13,42,94,44.7,0.3
gemGrab,Undermine,SHADE,14,15,41,36.6,0.4
gemGrab,Undermine,SHADE,15,8,21,38.1,0.6
gemGrab,Undermine,SHADE,16,8,12,66.7,0.7
gemGrab,Undermine,SHADE,17,2,5,40.0,1.4
gemGrab,Undermine,SHADE,18,1,1,100.0,0.4
gemGrab,Undermine,SHADE,19,1,1,100.0,0.8
gemGrab,Undermine,SHELLY,10,2,2,100.0,0.2
gemGrab,Undermine,SHELLY,11,1,2,50.0,0.1
gemGrab,Undermine,SHELLY,12,3,11,27.3,0.3
gemGrab,Undermine,SHELLY,13,47,113,41.6,0.3
gemGrab,Undermine,SHELLY,14,14,23,60.9,0.2
gemGrab,Undermine,SHELLY,15,6,11,54.5,0.3
gemGrab,Undermine,SHELLY,16,3,4,75.0,0.2
gemGrab,Undermine,SHELLY,17,1,2,50.0,0.5
gemGrab,Undermine,SIRIUS,10,2,13,15.4,1.5
gemGrab,Undermine,SIRIUS,11,11,21,52.4,1.2
gemGrab,Undermine,SIRIUS,12,23,38,60.5,1.0
gemGrab,Undermine,SIRIUS,13,195,389,50.1,1.1
gemGrab,Undermine,SIRIUS,14,60,122,49.2,1.1
gemGrab,Undermine,SIRIUS,15,19,33,57.6,0.9
gemGrab,Undermine,SIRIUS,16,12,16,75.0,1.0
gemGrab,Undermine,SIRIUS,17,3,6,50.0,1.6
gemGrab,Undermine,SIRIUS,18,1,2,50.0,0.7
gemGrab,Undermine,SIRIUS,19,0,1,0.0,0.8
gemGrab,Undermine,SPIKE,10,19,43,44.2,5.1
gemGrab,Undermine,SPIKE,11,32,79,40.5,4.5
gemGrab,Undermine,SPIKE,12,76,142,53.5,3.6
gemGrab,Undermine,SPIKE,13,616,1269,48.5,3.5
gemGrab,Undermine,SPIKE,14,171,343,49.9,3.0
gemGrab,Undermine,SPIKE,15,30,57,52.6,1.5
gemGrab,Undermine,SPIKE,16,10,23,43.5,1.4
gemGrab,Undermine,SPIKE,17,2,4,50.0,1.1
gemGrab,Undermine,SPIKE,18,1,3,33.3,1.1
gemGrab,Undermine,SPIKE,19,0,2,0.0,1.5
gemGrab,Undermine,SPROUT,10,0,1,0.0,0.1
gemGrab,Undermine,SPROUT,13,1,6,16.7,0.0
gemGrab,Undermine,SPROUT,14,0,2,0.0,0.0
gemGrab,Undermine,SQUEAK,10,0,1,0.0,0.1
gemGrab,Undermine,SQUEAK,11,2,5,40.0,0.3
gemGrab,Undermine,SQUEAK,12,7,13,53.8,0.3
gemGrab,Undermine,SQUEAK,13,46,93,49.5,0.3
gemGrab,Undermine,SQUEAK,14,7,21,33.3,0.2
gemGrab,Undermine,SQUEAK,15,1,5,20.0,0.1
gemGrab,Undermine,SQUEAK,16,0,3,0.0,0.2
gemGrab,Undermine,SQUEAK,19,1,1,100.0,0.8
gemGrab,Undermine,STU,10,3,7,42.9,0.8
gemGrab,Undermine,STU,11,6,20,30.0,1.1
gemGrab,Undermine,STU,12,31,64,48.4,1.6
gemGrab,Undermine,STU,13,256,516,49.6,1.4
gemGrab,Undermine,STU,14,85,161,52.8,1.4
gemGrab,Undermine,STU,15,30,59,50.8,1.6
gemGrab,Undermine,STU,16,17,31,54.8,1.9
gemGrab,Undermine,STU,17,4,7,57.1,1.9
gemGrab,Undermine,STU,18,4,5,80.0,1.9
gemGrab,Undermine,STU,19,2,5,40.0,3.8
gemGrab,Undermine,STU,20,0,1,0.0,2.9
gemGrab,Undermine,STU,21,0,1,0.0,9.1
gemGrab,Undermine,SURGE,10,2,7,28.6,0.8
gemGrab,Undermine,SURGE,11,5,11,45.5,0.6
gemGrab,Undermine,SURGE,12,13,36,36.1,0.9
gemGrab,Undermine,SURGE,13,151,289,52.2,0.8
gemGrab,Undermine,SURGE,14,24,51,47.1,0.4
gemGrab,Undermine,SURGE,15,2,3,66.7,0.1
gemGrab,Undermine,SURGE,16,2,3,66.7,0.2
gemGrab,Undermine,SURGE,17,1,2,50.0,0.5
gemGrab,Undermine,SURGE,20,1,1,100.0,2.9
gemGrab,Undermine,TARA,10,5,14,35.7,1.7
gemGrab,Undermine,TARA,11,19,31,61.3,1.8
gemGrab,Undermine,TARA,12,43,71,60.6,1.8
gemGrab,Undermine,TARA,13,368,746,49.3,2.0
gemGrab,Undermine,TARA,14,137,276,49.6,2.4
gemGrab,Undermine,TARA,15,38,75,50.7,2.0
gemGrab,Undermine,TARA,16,20,36,55.6,2.2
gemGrab,Undermine,TARA,17,4,7,57.1,1.9
gemGrab,Undermine,TARA,18,3,5,60.0,1.9
gemGrab,Undermine,TARA,19,4,6,66.7,4.6
gemGrab,Undermine,TARA,21,0,1,0.0,9.1
gemGrab,Undermine,TICK,10,0,1,0.0,0.1
gemGrab,Undermine,TICK,11,2,4,50.0,0.2
gemGrab,Undermine,TICK,12,2,4,50.0,0.1
gemGrab,Undermine,TICK,13,16,33,48.5,0.1
gemGrab,Undermine,TICK,14,1,1,100.0,0.0
gemGrab,Undermine,TICK,15,1,1,100.0,0.0
gemGrab,Undermine,TICK,16,1,1,100.0,0.1
gemGrab,Undermine,TRUNK,10,1,1,100.0,0.1
gemGrab,Undermine,TRUNK,11,0,2,0.0,0.1
gemGrab,Undermine,TRUNK,12,2,6,33.3,0.2
gemGrab,Undermine,TRUNK,13,22,48,45.8,0.1
gemGrab,Undermine,TRUNK,14,14,32,43.8,0.3
gemGrab,Undermine,TRUNK,15,4,10,40.0,0.3
gemGrab,Undermine,TRUNK,16,6,10,60.0,0.6
gemGrab,Undermine,TRUNK,17,1,4,25.0,1.1
gemGrab,Undermine,TRUNK,21,1,1,100.0,9.1
gemGrab,Undermine,WILLOW,12,0,1,0.0,0.0
gemGrab,Undermine,WILLOW,13,10,12,83.3,0.0
gemGrab,Undermine,WILLOW,14,2,2,100.0,0.0
gemGrab,Undermine,WILLOW,15,1,1,100.0,0.0
gemGrab,Undermine,ZIGGY,11,1,1,100.0,0.1
gemGrab,Undermine,ZIGGY,12,1,2,50.0,0.1
gemGrab,Undermine,ZIGGY,13,5,15,33.3,0.0
gemGrab,Undermine,ZIGGY,14,1,3,33.3,0.0
heist,Bridge Too Far,8-BIT,10,5,12,41.7,1.5
heist,Bridge Too Far,8-BIT,11,15,29,51.7,1.7
heist,Bridge Too Far,8-BIT,12,32,74,43.2,2.0
heist,Bridge Too Far,8-BIT,13,289,544,53.1,1.5
heist,Bridge Too Far,8-BIT,14,93,167,55.7,1.5
heist,Bridge Too Far,8-BIT,15,19,41,46.3,1.1
heist,Bridge Too Far,8-BIT,16,11,16,68.8,1.0
heist,Bridge Too Far,8-BIT,17,2,5,40.0,1.5
heist,Bridge Too Far,8-BIT,18,1,4,25.0,2.1
heist,Bridge Too Far,8-BIT,21,0,1,0.0,11.1
heist,Bridge Too Far,ALLI,10,3,7,42.9,0.9
heist,Bridge Too Far,ALLI,11,6,10,60.0,0.6
heist,Bridge Too Far,ALLI,12,15,30,50.0,0.8
heist,Bridge Too Far,ALLI,13,179,379,47.2,1.1
heist,Bridge Too Far,ALLI,14,95,178,53.4,1.6
heist,Bridge Too Far,ALLI,15,50,87,57.5,2.3
heist,Bridge Too Far,ALLI,16,23,50,46.0,3.1
heist,Bridge Too Far,ALLI,17,2,2,100.0,0.6
heist,Bridge Too Far,ALLI,18,1,3,33.3,1.6
heist,Bridge Too Far,ALLI,19,0,2,0.0,1.4
heist,Bridge Too Far,ALLI,20,0,1,0.0,3.1
heist,Bridge Too Far,AMBER,10,7,10,70.0,1.3
heist,Bridge Too Far,AMBER,11,5,13,38.5,0.8
heist,Bridge Too Far,AMBER,12,20,35,57.1,0.9
heist,Bridge Too Far,AMBER,13,150,296,50.7,0.8
heist,Bridge Too Far,AMBER,14,75,151,49.7,1.3
heist,Bridge Too Far,AMBER,15,30,62,48.4,1.6
heist,Bridge Too Far,AMBER,16,11,27,40.7,1.7
heist,Bridge Too Far,AMBER,17,5,7,71.4,2.2
heist,Bridge Too Far,AMBER,18,1,3,33.3,1.6
heist,Bridge Too Far,AMBER,19,2,6,33.3,4.1
heist,Bridge Too Far,AMBER,20,0,1,0.0,3.1
heist,Bridge Too Far,AMBER,21,0,1,0.0,11.1
heist,Bridge Too Far,ANGELO,10,20,28,71.4,3.6
heist,Bridge Too Far,ANGELO,11,28,61,45.9,3.6
heist,Bridge Too Far,ANGELO,12,84,164,51.2,4.4
heist,Bridge Too Far,ANGELO,13,788,1567,50.3,4.4
heist,Bridge Too Far,ANGELO,14,287,564,50.9,5.0
heist,Bridge Too Far,ANGELO,15,122,249,49.0,6.5
heist,Bridge Too Far,ANGELO,16,43,97,44.3,6.0
heist,Bridge Too Far,ANGELO,17,7,16,43.8,4.9
heist,Bridge Too Far,ANGELO,18,6,13,46.2,6.8
heist,Bridge Too Far,ANGELO,19,6,11,54.5,7.4
heist,Bridge Too Far,ANGELO,20,1,1,100.0,3.1
heist,Bridge Too Far,ASH,13,1,2,50.0,0.0
heist,Bridge Too Far,ASH,16,0,1,0.0,0.1
heist,Bridge Too Far,BARLEY,13,1,4,25.0,0.0
heist,Bridge Too Far,BEA,10,4,8,50.0,1.0
heist,Bridge Too Far,BEA,11,7,14,50.0,0.8
heist,Bridge Too Far,BEA,12,11,26,42.3,0.7
heist,Bridge Too Far,BEA,13,143,267,53.6,0.7
heist,Bridge Too Far,BEA,14,59,94,62.8,0.8
heist,Bridge Too Far,BEA,15,13,28,46.4,0.7
heist,Bridge Too Far,BEA,16,12,19,63.2,1.2
heist,Bridge Too Far,BEA,17,2,3,66.7,0.9
heist,Bridge Too Far,BELLE,10,14,23,60.9,2.9
heist,Bridge Too Far,BELLE,11,24,40,60.0,2.3
heist,Bridge Too Far,BELLE,12,62,117,53.0,3.1
heist,Bridge Too Far,BELLE,13,372,727,51.2,2.0
heist,Bridge Too Far,BELLE,14,142,286,49.7,2.5
heist,Bridge Too Far,BELLE,15,57,105,54.3,2.7
heist,Bridge Too Far,BELLE,16,26,46,56.5,2.8
heist,Bridge Too Far,BELLE,17,6,11,54.5,3.4
heist,Bridge Too Far,BELLE,18,3,5,60.0,2.6
heist,Bridge Too Far,BELLE,19,1,10,10.0,6.8
heist,Bridge Too Far,BELLE,22,1,1,100.0,50.0
heist,Bridge Too Far,BERRY,11,1,1,100.0,0.1
heist,Bridge Too Far,BERRY,12,0,2,0.0,0.1
heist,Bridge Too Far,BERRY,13,11,23,47.8,0.1
heist,Bridge Too Far,BERRY,14,1,2,50.0,0.0
heist,Bridge Too Far,BERRY,15,1,2,50.0,0.1
heist,Bridge Too Far,BERRY,16,2,3,66.7,0.2
heist,Bridge Too Far,BIBI,10,2,4,50.0,0.5
heist,Bridge Too Far,BIBI,11,3,7,42.9,0.4
heist,Bridge Too Far,BIBI,12,3,10,30.0,0.3
heist,Bridge Too Far,BIBI,13,41,87,47.1,0.2
heist,Bridge Too Far,BIBI,14,16,26,61.5,0.2
heist,Bridge Too Far,BIBI,15,6,10,60.0,0.3
heist,Bridge Too Far,BO,10,6,8,75.0,1.0
heist,Bridge Too Far,BO,11,22,31,71.0,1.8
heist,Bridge Too Far,BO,12,17,37,45.9,1.0
heist,Bridge Too Far,BO,13,268,504,53.2,1.4
heist,Bridge Too Far,BO,14,37,81,45.7,0.7
heist,Bridge Too Far,BO,15,5,14,35.7,0.4
heist,Bridge Too Far,BO,16,5,9,55.6,0.6
heist,Bridge Too Far,BO,17,2,2,100.0,0.6
heist,Bridge Too Far,BO,18,2,3,66.7,1.6
heist,Bridge Too Far,BONNIE,10,8,15,53.3,1.9
heist,Bridge Too Far,BONNIE,11,9,25,36.0,1.5
heist,Bridge Too Far,BONNIE,12,37,70,52.9,1.9
heist,Bridge Too Far,BONNIE,13,301,614,49.0,1.7
heist,Bridge Too Far,BONNIE,14,76,169,45.0,1.5
heist,Bridge Too Far,BONNIE,15,33,70,47.1,1.8
heist,Bridge Too Far,BONNIE,16,8,21,38.1,1.3
heist,Bridge Too Far,BONNIE,17,2,5,40.0,1.5
heist,Bridge Too Far,BONNIE,18,1,2,50.0,1.1
heist,Bridge Too Far,BROCK,10,29,45,64.4,5.7
heist,Bridge Too Far,BROCK,11,57,95,60.0,5.5
heist,Bridge Too Far,BROCK,12,76,158,48.1,4.2
heist,Bridge Too Far,BROCK,13,733,1461,50.2,4.1
heist,Bridge Too Far,BROCK,14,155,334,46.4,3.0
heist,Bridge Too Far,BROCK,15,42,74,56.8,1.9
heist,Bridge Too Far,BROCK,16,10,25,40.0,1.5
heist,Bridge Too Far,BROCK,17,4,7,57.1,2.2
heist,Bridge Too Far,BROCK,18,4,6,66.7,3.2
heist,Bridge Too Far,BROCK,19,4,5,80.0,3.4
heist,Bridge Too Far,BROCK,20,2,2,100.0,6.2
heist,Bridge Too Far,BULL,10,5,9,55.6,1.1
heist,Bridge Too Far,BULL,11,7,11,63.6,0.6
heist,Bridge Too Far,BULL,12,15,31,48.4,0.8
heist,Bridge Too Far,BULL,13,140,332,42.2,0.9
heist,Bridge Too Far,BULL,14,47,104,45.2,0.9
heist,Bridge Too Far,BULL,15,12,34,35.3,0.9
heist,Bridge Too Far,BULL,16,8,14,57.1,0.9
heist,Bridge Too Far,BUSTER,15,1,2,50.0,0.1
heist,Bridge Too Far,BUZZ,10,2,2,100.0,0.3
heist,Bridge Too Far,BUZZ,13,11,27,40.7,0.1
heist,Bridge Too Far,BUZZ,14,3,5,60.0,0.0
heist,Bridge Too Far,BUZZ,15,2,3,66.7,0.1
heist,Bridge Too Far,BYRON,10,9,20,45.0,2.5
heist,Bridge Too Far,BYRON,11,23,46,50.0,2.7
heist,Bridge Too Far,BYRON,12,60,118,50.8,3.2
heist,Bridge Too Far,BYRON,13,532,1091,48.8,3.0
heist,Bridge Too Far,BYRON,14,152,347,43.8,3.1
heist,Bridge Too Far,BYRON,15,56,108,51.9,2.8
heist,Bridge Too Far,BYRON,16,26,49,53.1,3.0
heist,Bridge Too Far,BYRON,17,5,9,55.6,2.8
heist,Bridge Too Far,BYRON,18,5,10,50.0,5.3
heist,Bridge Too Far,BYRON,19,2,3,66.7,2.0
heist,Bridge Too Far,CARL,10,3,7,42.9,0.9
heist,Bridge Too Far,CARL,11,7,20,35.0,1.2
heist,Bridge Too Far,CARL,12,9,24,37.5,0.6
heist,Bridge Too Far,CARL,13,170,348,48.9,1.0
heist,Bridge Too Far,CARL,14,45,106,42.5,0.9
heist,Bridge Too Far,CARL,15,16,24,66.7,0.6
heist,Bridge Too Far,CARL,16,2,8,25.0,0.5
heist,Bridge Too Far,CARL,17,0,1,0.0,0.3
heist,Bridge Too Far,CARL,18,1,2,50.0,1.1
heist,Bridge Too Far,CHARLIE,10,3,5,60.0,0.6
heist,Bridge Too Far,CHARLIE,11,8,12,66.7,0.7
heist,Bridge Too Far,CHARLIE,12,20,37,54.1,1.0
heist,Bridge Too Far,CHARLIE,13,147,302,48.7,0.8
heist,Bridge Too Far,CHARLIE,14,56,121,46.3,1.1
heist,Bridge Too Far,CHARLIE,15,28,56,50.0,1.5
heist,Bridge Too Far,CHARLIE,16,7,24,29.2,1.5
heist,Bridge Too Far,CHARLIE,17,3,6,50.0,1.9
heist,Bridge Too Far,CHARLIE,18,2,4,50.0,2.1
heist,Bridge Too Far,CHARLIE,19,1,2,50.0,1.4
heist,Bridge Too Far,CHARLIE,20,1,1,100.0,3.1
heist,Bridge Too Far,CHESTER,10,2,3,66.7,0.4
heist,Bridge Too Far,CHESTER,11,1,5,20.0,0.3
heist,Bridge Too Far,CHESTER,12,7,12,58.3,0.3
heist,Bridge Too Far,CHESTER,13,59,118,50.0,0.3
heist,Bridge Too Far,CHESTER,14,15,34,44.1,0.3
heist,Bridge Too Far,CHESTER,15,4,7,57.1,0.2
heist,Bridge Too Far,CHESTER,18,1,1,100.0,0.5
heist,Bridge Too Far,CHUCK,10,7,16,43.8,2.0
heist,Bridge Too Far,CHUCK,11,23,49,46.9,2.9
heist,Bridge Too Far,CHUCK,12,35,99,35.4,2.6
heist,Bridge Too Far,CHUCK,13,432,851,50.8,2.4
heist,Bridge Too Far,CHUCK,14,127,277,45.8,2.4
heist,Bridge Too Far,CHUCK,15,48,90,53.3,2.4
heist,Bridge Too Far,CHUCK,16,27,40,67.5,2.5
heist,Bridge Too Far,CHUCK,17,2,5,40.0,1.5
heist,Bridge Too Far,CHUCK,18,3,5,60.0,2.6
heist,Bridge Too Far,CHUCK,19,2,4,50.0,2.7
heist,Bridge Too Far,CHUCK,20,0,1,0.0,3.1
heist,Bridge Too Far,CLANCY,10,0,1,0.0,0.1
heist,Bridge Too Far,CLANCY,11,2,6,33.3,0.3
heist,Bridge Too Far,CLANCY,12,3,9,33.3,0.2
heist,Bridge Too Far,CLANCY,13,49,100,49.0,0.3
heist,Bridge Too Far,CLANCY,14,14,24,58.3,0.2
heist,Bridge Too Far,CLANCY,15,4,5,80.0,0.1
heist,Bridge Too Far,CLANCY,16,1,2,50.0,0.1
heist,Bridge Too Far,CLANCY,17,0,1,0.0,0.3
heist,Bridge Too Far,CLANCY,19,0,1,0.0,0.7
heist,Bridge Too Far,COLETTE,10,35,62,56.5,7.9
heist,Bridge Too Far,COLETTE,11,54,112,48.2,6.5
heist,Bridge Too Far,COLETTE,12,135,270,50.0,7.2
heist,Bridge Too Far,COLETTE,13,1155,2353,49.1,6.5
heist,Bridge Too Far,COLETTE,14,366,676,54.1,6.0
heist,Bridge Too Far,COLETTE,15,100,198,50.5,5.2
heist,Bridge Too Far,COLETTE,16,34,65,52.3,4.0
heist,Bridge Too Far,COLETTE,17,3,8,37.5,2.5
heist,Bridge Too Far,COLETTE,18,3,5,60.0,2.6
heist,Bridge Too Far,COLETTE,19,3,7,42.9,4.7
heist,Bridge Too Far,COLETTE,20,1,1,100.0,3.1
heist,Bridge Too Far,COLT,10,36,64,56.2,8.2
heist,Bridge Too Far,COLT,11,96,175,54.9,10.2
heist,Bridge Too Far,COLT,12,161,369,43.6,9.9
heist,Bridge Too Far,COLT,13,1732,3428,50.5,9.5
heist,Bridge Too Far,COLT,14,589,1141,51.6,10.1
heist,Bridge Too Far,COLT,15,202,392,51.5,10.3
heist,Bridge Too Far,COLT,16,79,170,46.5,10.4
heist,Bridge Too Far,COLT,17,15,29,51.7,9.0
heist,Bridge Too Far,COLT,18,12,20,60.0,10.5
heist,Bridge Too Far,COLT,19,7,18,38.9,12.2
heist,Bridge Too Far,COLT,20,1,4,25.0,12.5
heist,Bridge Too Far,COLT,21,1,1,100.0,11.1
heist,Bridge Too Far,CORDELIUS,10,2,5,40.0,0.6
heist,Bridge Too Far,CORDELIUS,11,7,15,46.7,0.9
heist,Bridge Too Far,CORDELIUS,12,15,30,50.0,0.8
heist,Bridge Too Far,CORDELIUS,13,157,321,48.9,0.9
heist,Bridge Too Far,CORDELIUS,14,44,95,46.3,0.8
heist,Bridge Too Far,CORDELIUS,15,16,26,61.5,0.7
heist,Bridge Too Far,CORDELIUS,16,3,9,33.3,0.6
heist,Bridge Too Far,CORDELIUS,17,1,1,100.0,0.3
heist,Bridge Too Far,CORDELIUS,18,0,1,0.0,0.5
heist,Bridge Too Far,CROW,10,28,49,57.1,6.2
heist,Bridge Too Far,CROW,11,53,104,51.0,6.1
heist,Bridge Too Far,CROW,12,110,216,50.9,5.8
heist,Bridge Too Far,CROW,13,960,1987,48.3,5.5
heist,Bridge Too Far,CROW,14,313,638,49.1,5.6
heist,Bridge Too Far,CROW,15,108,221,48.9,5.8
heist,Bridge Too Far,CROW,16,44,95,46.3,5.8
heist,Bridge Too Far,CROW,17,7,20,35.0,6.2
heist,Bridge Too Far,CROW,18,9,20,45.0,10.5
heist,Bridge Too Far,CROW,19,8,11,72.7,7.4
heist,Bridge Too Far,CROW,20,2,2,100.0,6.2
heist,Bridge Too Far,CROW,21,2,2,100.0,22.2
heist,Bridge Too Far,DAMIAN,10,1,1,100.0,0.1
heist,Bridge Too Far,DAMIAN,12,1,1,100.0,0.0
heist,Bridge Too Far,DAMIAN,13,8,22,36.4,0.1
heist,Bridge Too Far,DAMIAN,14,3,4,75.0,0.0
heist,Bridge Too Far,DAMIAN,18,0,1,0.0,0.5
heist,Bridge Too Far,DAMIAN,19,1,1,100.0,0.7
heist,Bridge Too Far,DARRYL,10,2,8,25.0,1.0
heist,Bridge Too Far,DARRYL,11,4,6,66.7,0.3
heist,Bridge Too Far,DARRYL,12,15,25,60.0,0.7
heist,Bridge Too Far,DARRYL,13,73,155,47.1,0.4
heist,Bridge Too Far,DARRYL,14,15,41,36.6,0.4
heist,Bridge Too Far,DARRYL,15,13,17,76.5,0.4
heist,Bridge Too Far,DARRYL,16,7,15,46.7,0.9
heist,Bridge Too Far,DARRYL,17,1,4,25.0,1.2
heist,Bridge Too Far,DARRYL,18,0,1,0.0,0.5
heist,Bridge Too Far,DARRYL,19,0,1,0.0,0.7
heist,Bridge Too Far,DOUG,11,2,2,100.0,0.1
heist,Bridge Too Far,DOUG,13,1,1,100.0,0.0
heist,Bridge Too Far,DOUG,15,0,2,0.0,0.1
heist,Bridge Too Far,DRACO,13,7,12,58.3,0.0
heist,Bridge Too Far,DRACO,14,0,2,0.0,0.0
heist,Bridge Too Far,DYNAMIKE,11,2,2,100.0,0.1
heist,Bridge Too Far,DYNAMIKE,13,5,9,55.6,0.0
heist,Bridge Too Far,DYNAMIKE,14,1,2,50.0,0.0
heist,Bridge Too Far,DYNAMIKE,17,0,1,0.0,0.3
heist,Bridge Too Far,EDGAR,10,12,25,48.0,3.2
heist,Bridge Too Far,EDGAR,11,22,51,43.1,3.0
heist,Bridge Too Far,EDGAR,12,54,104,51.9,2.8
heist,Bridge Too Far,EDGAR,13,677,1322,51.2,3.7
heist,Bridge Too Far,EDGAR,14,219,403,54.3,3.6
heist,Bridge Too Far,EDGAR,15,79,139,56.8,3.6
heist,Bridge Too Far,EDGAR,16,29,57,50.9,3.5
heist,Bridge Too Far,EDGAR,17,5,8,62.5,2.5
heist,Bridge Too Far,EDGAR,18,1,4,25.0,2.1
heist,Bridge Too Far,EDGAR,19,1,1,100.0,0.7
heist,Bridge Too Far,EDGAR,20,0,3,0.0,9.4
heist,Bridge Too Far,EL PRIMO,10,1,1,100.0,0.1
heist,Bridge Too Far,EL PRIMO,11,0,1,0.0,0.1
heist,Bridge Too Far,EL PRIMO,12,1,2,50.0,0.1
heist,Bridge Too Far,EL PRIMO,13,5,13,38.5,0.0
heist,Bridge Too Far,EL PRIMO,14,1,2,50.0,0.0
heist,Bridge Too Far,EMZ,10,2,3,66.7,0.4
heist,Bridge Too Far,EMZ,11,1,1,100.0,0.1
heist,Bridge Too Far,EMZ,12,0,2,0.0,0.1
heist,Bridge Too Far,EMZ,13,15,32,46.9,0.1
heist,Bridge Too Far,EMZ,14,1,2,50.0,0.0
heist,Bridge Too Far,EVE,10,5,10,50.0,1.3
heist,Bridge Too Far,EVE,11,19,41,46.3,2.4
heist,Bridge Too Far,EVE,12,31,69,44.9,1.8
heist,Bridge Too Far,EVE,13,363,668,54.3,1.9
heist,Bridge Too Far,EVE,14,124,253,49.0,2.2
heist,Bridge Too Far,EVE,15,38,87,43.7,2.3
heist,Bridge Too Far,EVE,16,13,32,40.6,2.0
heist,Bridge Too Far,EVE,17,1,5,20.0,1.5
heist,Bridge Too Far,EVE,18,1,2,50.0,1.1
heist,Bridge Too Far,EVE,19,3,3,100.0,2.0
heist,Bridge Too Far,EVE,20,0,1,0.0,3.1
heist,Bridge Too Far,FANG,10,3,5,60.0,0.6
heist,Bridge Too Far,FANG,11,3,9,33.3,0.5
heist,Bridge Too Far,FANG,12,5,10,50.0,0.3
heist,Bridge Too Far,FANG,13,71,144,49.3,0.4
heist,Bridge Too Far,FANG,14,18,32,56.2,0.3
heist,Bridge Too Far,FANG,15,5,10,50.0,0.3
heist,Bridge Too Far,FANG,16,0,1,0.0,0.1
heist,Bridge Too Far,FANG,19,1,1,100.0,0.7
heist,Bridge Too Far,FINX,10,1,6,16.7,0.8
heist,Bridge Too Far,FINX,11,2,4,50.0,0.2
heist,Bridge Too Far,FINX,12,7,15,46.7,0.4
heist,Bridge Too Far,FINX,13,78,146,53.4,0.4
heist,Bridge Too Far,FINX,14,17,32,53.1,0.3
heist,Bridge Too Far,FINX,15,15,26,57.7,0.7
heist,Bridge Too Far,FINX,16,6,13,46.2,0.8
heist,Bridge Too Far,FINX,17,1,6,16.7,1.9
heist,Bridge Too Far,FRANK,11,2,2,100.0,0.1
heist,Bridge Too Far,FRANK,12,1,1,100.0,0.0
heist,Bridge Too Far,FRANK,13,6,10,60.0,0.0
heist,Bridge Too Far,FRANK,14,1,2,50.0,0.0
heist,Bridge Too Far,FRANK,15,1,1,100.0,0.0
heist,Bridge Too Far,GALE,11,2,3,66.7,0.2
heist,Bridge Too Far,GALE,13,6,19,31.6,0.1
heist,Bridge Too Far,GALE,14,3,6,50.0,0.1
heist,Bridge Too Far,GENE,10,1,1,100.0,0.1
heist,Bridge Too Far,GENE,13,2,6,33.3,0.0
heist,Bridge Too Far,GENE,14,1,2,50.0,0.0
heist,Bridge Too Far,GIGI,10,1,2,50.0,0.3
heist,Bridge Too Far,GIGI,11,1,3,33.3,0.2
heist,Bridge Too Far,GIGI,12,4,6,66.7,0.2
heist,Bridge Too Far,GIGI,13,14,30,46.7,0.1
heist,Bridge Too Far,GIGI,14,7,13,53.8,0.1
heist,Bridge Too Far,GIGI,15,0,1,0.0,0.0
heist,Bridge Too Far,GIGI,16,0,2,0.0,0.1
heist,Bridge Too Far,GIGI,17,0,1,0.0,0.3
heist,Bridge Too Far,GIGI,18,1,1,100.0,0.5
heist,Bridge Too Far,GLOWY,10,1,1,100.0,0.1
heist,Bridge Too Far,GLOWY,11,0,1,0.0,0.1
heist,Bridge Too Far,GLOWY,12,1,3,33.3,0.1
heist,Bridge Too Far,GLOWY,13,16,34,47.1,0.1
heist,Bridge Too Far,GLOWY,14,4,7,57.1,0.1
heist,Bridge Too Far,GLOWY,15,1,2,50.0,0.1
heist,Bridge Too Far,GLOWY,16,1,3,33.3,0.2
heist,Bridge Too Far,GLOWY,17,0,1,0.0,0.3
heist,Bridge Too Far,GRAY,10,0,1,0.0,0.1
heist,Bridge Too Far,GRAY,11,1,2,50.0,0.1
heist,Bridge Too Far,GRAY,13,5,7,71.4,0.0
heist,Bridge Too Far,GRAY,14,1,1,100.0,0.0
heist,Bridge Too Far,GRAY,15,0,2,0.0,0.1
heist,Bridge Too Far,GRAY,19,1,1,100.0,0.7
